Ticker,Daily Return,Beta,Annual Volatility,Agglomerative Cluster,KMeans Cluster,KMeans Cluster Label
LULU,0.000315434290953213,1.3591291630736075,0.41002815351624916,1,2,Balanced / Moderate Risk
LUV,-4.473743792329625e-05,0.9622334686480525,0.3505446032171347,0,2,Balanced / Moderate Risk
LVS,0.0007313350479908702,1.089096089774136,0.40701113076568884,1,2,Balanced / Moderate Risk
LYB,0.00010422104603153476,0.7781219584451117,0.260542145884318,0,0,Defensive / Lower Risk
LYV,0.0003316435416413665,1.1752639685567536,0.3496213326364106,0,2,Balanced / Moderate Risk
MA,0.0005941277316966778,0.9747118367891552,0.2299631850666136,0,0,Defensive / Lower Risk
MAA,-0.00025550904146575955,0.7352371878886885,0.23452537218591804,0,0,Defensive / Lower Risk
MAR,0.0009022240557331413,1.0727488475036095,0.2836880750900408,0,0,Defensive / Lower Risk
MAS,0.00030843789031186286,1.0652788476821937,0.29548455625822145,0,2,Balanced / Moderate Risk
MCD,0.0002523249079979413,0.46379871989150023,0.17351160556159093,0,0,Defensive / Lower Risk
MCHP,-0.00017939451920507562,1.6375554653352478,0.39680838206962266,1,2,Balanced / Moderate Risk
MCK,0.0012373659961649622,0.2889213413801839,0.2338625064939414,0,0,Defensive / Lower Risk
MCO,0.0004520865839882783,1.1078228712507359,0.26272683231389693,0,0,Defensive / Lower Risk
MDLZ,3.319835847352179e-05,0.4566737913945976,0.18496011568976528,0,0,Defensive / Lower Risk
MDT,-0.00015574997586168248,0.5893456891582393,0.21553756519238762,0,0,Defensive / Lower Risk
MET,0.0005913729693747076,0.8258832408193043,0.24886156711823462,0,0,Defensive / Lower Risk
META,0.0012124671866033969,1.7240877853403045,0.48722217205819734,1,1,Aggressive / Higher Risk
MGM,-5.9567446154742756e-05,1.4545143058762404,0.3881534629210199,1,2,Balanced / Moderate Risk
MKC,-0.00010638336958018746,0.39350045738506284,0.24125757000816075,0,0,Defensive / Lower Risk
MLM,0.0003912785141046639,1.084042834521327,0.27485954623786996,0,2,Balanced / Moderate Risk
MMM,0.00016036969381783405,0.7837361172427052,0.29565403047549554,0,0,Defensive / Lower Risk
MNST,0.00023669643083243507,0.6938192170238004,0.24897301508533246,0,0,Defensive / Lower Risk
MO,0.0005276268423638992,0.3167021132114059,0.2026174019190182,0,0,Defensive / Lower Risk
MOS,-0.00021063317688214866,0.8897894676910336,0.42262612645193587,0,2,Balanced / Moderate Risk
MPC,0.0013005371867045362,0.6604321965647854,0.321914245632718,0,0,Defensive / Lower Risk
MPWR,0.0008623989554574055,2.1341319614373058,0.5483145645865766,1,1,Aggressive / Higher Risk
MRK,0.0005373300411684361,0.2588208572216157,0.2002633788964946,0,0,Defensive / Lower Risk
MRNA,-0.0015818329460408913,1.4272854972738132,0.603607975793804,1,2,Balanced / Moderate Risk
MRSH,0.0004493341544953076,0.7296232363820494,0.19335410509584092,0,0,Defensive / Lower Risk
MS,0.0006032982653772212,1.076107919175399,0.2822962138810445,0,0,Defensive / Lower Risk
MSCI,0.0002606547028065217,1.238210831514625,0.3233670080693411,0,2,Balanced / Moderate Risk
MSFT,0.0004912331021948404,1.248329117112784,0.2757662033035456,0,2,Balanced / Moderate Risk
MSI,0.0008806726629163416,0.8456541986843953,0.2295020983114907,0,0,Defensive / Lower Risk
MTB,0.0005713050247486308,0.9036358208794683,0.32533590853278627,0,0,Defensive / Lower Risk
MTD,-0.00020948952409883355,1.147513467273489,0.3249177104599484,0,2,Balanced / Moderate Risk
MU,0.00026446044260019147,1.5823041761384382,0.45572270210852495,1,2,Balanced / Moderate Risk
NCLH,0.0008939493197502222,1.8934137971737768,0.5924484348437228,1,1,Aggressive / Higher Risk
NDAQ,0.0003508972620823911,0.823607407491407,0.2368702351213171,0,0,Defensive / Lower Risk
NDSN,-7.795243481955956e-05,0.9424958695190592,0.24906659472074225,0,0,Defensive / Lower Risk
NEE,-6.338579964082684e-05,0.6535748328408933,0.28334579141411503,0,0,Defensive / Lower Risk
NEM,-0.0002594947817615561,0.5072144479777677,0.3595471606021189,0,0,Defensive / Lower Risk
NFLX,0.001035640097345774,1.5109018452300582,0.49047705741112335,1,1,Aggressive / Higher Risk
NI,0.0006128861742684999,0.49890045217774753,0.2091287309972814,0,0,Defensive / Lower Risk
NKE,-0.0007407007296773637,1.14282983619624,0.3435073684473363,0,2,Balanced / Moderate Risk
NOC,0.00044487086159327734,0.27641778205200035,0.24658668067496198,0,0,Defensive / Lower Risk
NOW,0.0010393951065029799,1.6093263663705946,0.4189446638854594,1,1,Aggressive / Higher Risk
NRG,0.0013429254696218102,0.8665868358352639,0.3342457870353148,0,0,Defensive / Lower Risk
NSC,-6.413443828053713e-05,0.834431085496554,0.2651423249509418,0,0,Defensive / Lower Risk
NTAP,0.0005917003368540282,1.0516033030787588,0.3106742094144827,0,2,Balanced / Moderate Risk
NTRS,0.00010233372073444268,1.0602842893180842,0.30623689094693307,0,2,Balanced / Moderate Risk
NUE,0.00038874273381169817,1.1621089699513647,0.3812905749532266,0,2,Balanced / Moderate Risk
NVDA,0.002588282465067075,2.2685164374931595,0.5527098820618971,2,1,Aggressive / Higher Risk
NVR,0.000624182180550853,1.0218144007917098,0.2818594954029194,0,0,Defensive / Lower Risk
NWS,0.00058511797751967,1.0299684424044602,0.29005058371875575,0,0,Defensive / Lower Risk
NWSA,0.00045630916491979875,1.040952425358657,0.2872413386129991,0,0,Defensive / Lower Risk
NXPI,0.0002250502203609731,1.5762359898620413,0.3821465435507771,1,2,Balanced / Moderate Risk
O,-0.00010662378596459747,0.5116166706250933,0.19821444505998978,0,0,Defensive / Lower Risk
ODFL,0.0003049629784098761,1.2397192696472061,0.3631132647489817,0,2,Balanced / Moderate Risk
OKE,0.0010540966012843093,0.8547903212154125,0.2709067343593517,0,0,Defensive / Lower Risk
OMC,0.00048392591013006085,0.8442770301283177,0.27170203635526924,0,0,Defensive / Lower Risk
ON,0.00039093664033758627,1.9665561821360016,0.5172461626625224,1,1,Aggressive / Higher Risk
ORCL,0.0011003828572926143,1.0082765322519494,0.31020815031338134,0,0,Defensive / Lower Risk
ORLY,0.0008177631299903404,0.5255942097888004,0.2332013383804413,0,0,Defensive / Lower Risk
OTIS,0.0002583783969710106,0.8341204656968959,0.21568760979318669,0,0,Defensive / Lower Risk
OXY,0.000944998670861131,0.682984819596327,0.3779518509546088,0,0,Defensive / Lower Risk
PANW,0.0013142334694071106,1.2516353704116239,0.43684497249338466,1,1,Aggressive / Higher Risk
PAYX,0.0002777887800537187,0.9036802146829882,0.23419623742739365,0,0,Defensive / Lower Risk
PCAR,0.0010511104028613843,0.8003334042346315,0.2516828149127347,0,0,Defensive / Lower Risk
PCG,0.0008087196533694853,0.6847155855037597,0.26137610295200475,0,0,Defensive / Lower Risk
PEG,0.0005485519071180977,0.5276133589252164,0.20951347305349188,0,0,Defensive / Lower Risk
PEP,9.669545430343006e-07,0.38288236033282647,0.17039757591573915,0,0,Defensive / Lower Risk
PFE,-0.0007100659748549464,0.4515448569458913,0.24410797125413117,0,0,Defensive / Lower Risk
PFG,0.00035381423126327273,0.9708766070686518,0.2656656625547252,0,0,Defensive / Lower Risk
PG,0.00019837576175798624,0.37309175465505834,0.17588434301049433,0,0,Defensive / Lower Risk
PGR,0.001284479470044187,0.4513222460221078,0.2566922039076388,0,0,Defensive / Lower Risk
PH,0.0011464220697462962,1.1385323624275256,0.2823755690234298,0,0,Defensive / Lower Risk
PHM,0.001172167413226152,1.2318007394434816,0.3554787939039252,1,2,Balanced / Moderate Risk
PKG,0.0009332867899911702,0.7263232741553537,0.2475857706565614,0,0,Defensive / Lower Risk
PLD,-0.0003147943544614964,1.0198737360661325,0.2867568000402725,0,2,Balanced / Moderate Risk
PLTR,0.002795670737993282,2.189588018492733,0.6909324774198844,2,1,Aggressive / Higher Risk
PM,0.0005971624419698447,0.388285673577547,0.2075036864829721,0,0,Defensive / Lower Risk
PNC,0.00021762767937265397,0.9894992478032522,0.2870297564652554,0,2,Balanced / Moderate Risk
PNR,0.0006889964118716192,1.1218780010607208,0.29113099075773063,0,0,Defensive / Lower Risk
PNW,0.0005334702591234964,0.4309102186088321,0.21466848322618978,0,0,Defensive / Lower Risk
PODD,0.00032740148019138774,1.2202379173222369,0.45323800903495093,1,2,Balanced / Moderate Risk
POOL,-0.0003373135627046692,1.202971173771599,0.3569180721720682,0,2,Balanced / Moderate Risk
PPG,-0.00025351867486886234,1.018293861189349,0.2686691974595385,0,2,Balanced / Moderate Risk
PPL,0.00031330773534774556,0.5133194559670622,0.19708615552588463,0,0,Defensive / Lower Risk
PRU,0.0004228302788068053,0.9531491565282206,0.256952149307127,0,0,Defensive / Lower Risk
PSA,5.643633671298357e-05,0.68952803562392,0.25167842799708434,0,0,Defensive / Lower Risk
PSKY,-0.0007669117047356366,1.221546688300264,0.5564984555650757,1,2,Balanced / Moderate Risk
PSX,0.0008907066637737292,0.6032213745265005,0.31595012157347524,0,0,Defensive / Lower Risk
PTC,0.0006937484332308389,1.1222995883823343,0.2849196324839596,0,0,Defensive / Lower Risk
PWR,0.0016021787014222557,1.1291110454547797,0.33285426732144535,0,0,Defensive / Lower Risk
PYPL,-0.000696616361157806,1.5202936470176889,0.4452079149152373,1,2,Balanced / Moderate Risk
QCOM,0.00014165980615840504,1.591832695637816,0.3937187424795565,1,2,Balanced / Moderate Risk
RCL,0.001868649988140436,1.6508841445791949,0.485755541335972,1,1,Aggressive / Higher Risk
REG,0.00023836323595256275,0.8245919532112976,0.2384530600157,0,0,Defensive / Lower Risk
REGN,0.0003124885081765473,0.5863286960358751,0.27039662347846144,0,0,Defensive / Lower Risk
RF,0.00043702631031909824,1.0672406352871917,0.3316826758124542,0,2,Balanced / Moderate Risk
RJF,0.0007709318834899512,1.0212096672918567,0.29016591253370055,0,0,Defensive / Lower Risk
RL,0.0012068940708141634,1.2192397771602657,0.3572869184907719,1,2,Balanced / Moderate Risk
RMD,0.0001032222578169686,0.8933781378001565,0.3437133198888267,0,2,Balanced / Moderate Risk
ROK,5.6964098222036365e-05,1.1706553953885321,0.32565880985627477,0,2,Balanced / Moderate Risk
ROL,0.0006018379111494195,0.5635910836107796,0.24777297144293828,0,0,Defensive / Lower Risk
ROP,0.00022451206805201496,0.7899436492026933,0.2025463457831905,0,0,Defensive / Lower Risk
ROST,0.0006295078929333271,0.9785552461376548,0.31154698679551357,0,0,Defensive / Lower Risk
RSG,0.0006384092714430498,0.48162558760773877,0.17804163382395977,0,0,Defensive / Lower Risk
RTX,0.0005792462151185201,0.5602107919130054,0.2279777208136544,0,0,Defensive / Lower Risk
RVTY,-0.0004994502368019324,1.0419269940507,0.32774295067524506,0,2,Balanced / Moderate Risk
SATS,0.00043741542805441854,0.9391886366612948,0.569936758315433,1,2,Balanced / Moderate Risk
SBAC,-0.0005954974832243004,0.7893816077769377,0.29806213055511066,0,2,Balanced / Moderate Risk
SBUX,-2.6997035539184716e-05,0.9885987869231545,0.3263855292936583,0,2,Balanced / Moderate Risk
SCHW,0.00010957010648058074,0.964989109621605,0.35312409771738035,0,2,Balanced / Moderate Risk
SHW,0.0001950115916358031,0.8959763109545671,0.2794082879133804,0,0,Defensive / Lower Risk
SJM,-6.487331411728406e-05,0.19658940888869356,0.2199940204535896,0,0,Defensive / Lower Risk
SLB,0.0006148598209667438,0.6936473081697708,0.37871480932664564,0,0,Defensive / Lower Risk
SMCI,0.004105998213394311,1.855255335378111,0.9019571764414044,2,1,Aggressive / Higher Risk
SNA,0.0008357876016058227,0.7917378539094031,0.23911351891532057,0,0,Defensive / Lower Risk
SNPS,0.0006504257917753991,1.4546478424965819,0.3604434600409849,1,2,Balanced / Moderate Risk
SO,0.00048001912527935746,0.37587285686812993,0.19607739811798,0,0,Defensive / Lower Risk
SPG,0.00046739479320846624,0.9813042643455198,0.2678564483547636,0,0,Defensive / Lower Risk
SPGI,0.0002477870702236467,0.9533095941497385,0.2359065023404041,0,0,Defensive / Lower Risk
SRE,0.0005879991814169329,0.5136274487140499,0.20753118023413555,0,0,Defensive / Lower Risk
STE,-3.4834153882392186e-05,0.8262113505387956,0.2723490567662458,0,0,Defensive / Lower Risk
STLD,0.0011735648531257731,1.1204394901885455,0.38428985151230843,1,2,Balanced / Moderate Risk
STT,0.0003787696224931932,1.1555314427283059,0.31609187460342886,0,2,Balanced / Moderate Risk
STX,5.459925878357277e-05,1.2366477048620754,0.36513135104994304,0,2,Balanced / Moderate Risk
STZ,-3.090598211354795e-05,0.534632453286328,0.21212316700966444,0,0,Defensive / Lower Risk
SW,0.0005138879001296058,0.5354268605561158,0.4816636974885275,0,2,Balanced / Moderate Risk
SWK,-0.0007098435565055515,1.1483643220691144,0.3668533322659112,0,2,Balanced / Moderate Risk
SWKS,-0.00040844773478886115,1.5112638029559358,0.3706080000960602,1,2,Balanced / Moderate Risk
SYF,0.0008107082503882708,1.3021003321784184,0.3759816295397653,1,2,Balanced / Moderate Risk
SYK,0.0005577906595082564,0.8936755083835803,0.25030110433863184,0,0,Defensive / Lower Risk
SYY,0.0001615334724240348,0.6708815577985201,0.22493522721277284,0,0,Defensive / Lower Risk
T,0.0006131184743354543,0.3792131950217872,0.2506812868288867,0,0,Defensive / Lower Risk
TAP,0.0004945934020600382,0.470863988087514,0.24964054840586755,0,0,Defensive / Lower Risk
TDG,0.001212013674403684,1.0890731584328774,0.27405001124159856,0,0,Defensive / Lower Risk
TDY,0.00018392948303323022,0.8961474664583553,0.24471898892644936,0,0,Defensive / Lower Risk
TECH,-0.0004180010438937313,1.1680978780097815,0.36734475924121635,0,2,Balanced / Moderate Risk
TEL,4.250451636128937e-05,1.139769434868741,0.25756306109284083,0,2,Balanced / Moderate Risk
TER,3.651175462789741e-05,1.7633062848448415,0.4382432504626629,1,2,Balanced / Moderate Risk
TFC,1.9329099391851685e-06,1.1061523146017394,0.3441853471486296,0,2,Balanced / Moderate Risk
TGT,-0.00030228247459424294,1.0090802201572442,0.3861181878522975,0,2,Balanced / Moderate Risk
TJX,0.000795016985783678,0.7851529288343324,0.2335963277303553,0,0,Defensive / Lower Risk
TKO,0.0016710015076816323,0.5436844891004491,0.32972085514565797,0,0,Defensive / Lower Risk
TMO,-0.0001472112112496762,0.9045656542011266,0.25477995741635284,0,0,Defensive / Lower Risk
TMUS,0.000999411698495592,0.5643528328287694,0.22510234150957587,0,0,Defensive / Lower Risk
TPL,0.0017336889113869303,0.8373055040173112,0.4506664176297112,1,1,Aggressive / Higher Risk
TPR,0.0010643340501603272,1.2379871076431759,0.3974046528004361,1,2,Balanced / Moderate Risk
TRGP,0.0018922116000016987,0.8839223302933841,0.3110186357015739,0,0,Defensive / Lower Risk
TRMB,-3.3504328737116084e-05,1.4077541300430592,0.3470090914693394,1,2,Balanced / Moderate Risk
TROW,-0.0003403831236890703,1.4264549952904735,0.32553739345864247,1,2,Balanced / Moderate Risk
TRV,0.0007617235477626098,0.46232949002241414,0.22392823621939179,0,0,Defensive / Lower Risk
TSCO,0.000391949323037059,0.8562348884182047,0.28542970888738206,0,0,Defensive / Lower Risk
TSLA,0.0007548441559422837,1.957041181744482,0.6130379418250761,1,1,Aggressive / Higher Risk
TSN,-0.000308737115071614,0.4397186150402583,0.2559419782662006,0,0,Defensive / Lower Risk
TT,0.001052851209240501,1.0169940848801653,0.2707508294754681,0,0,Defensive / Lower Risk
TTD,0.0011564889463110566,2.237122962451286,0.6476654012244775,1,1,Aggressive / Higher Risk
TTWO,0.0002599768021573665,0.9223973575088259,0.3323561914019404,0,2,Balanced / Moderate Risk
TXN,0.00024862236684034715,1.1605588851447355,0.2796493264991141,0,2,Balanced / Moderate Risk
TXT,0.00015478637165007683,1.039770622807416,0.27352067861633556,0,2,Balanced / Moderate Risk
TYL,0.00032536941208019104,1.1906542028213547,0.31654365903918613,0,2,Balanced / Moderate Risk
UAL,0.0014228661885002836,1.3919309416571406,0.4576725673260778,1,1,Aggressive / Higher Risk
UBER,0.0008820210022731568,1.4963337173855267,0.48460413153041254,1,1,Aggressive / Higher Risk
UDR,-0.00016140599998734452,0.7761955608504841,0.2395525913911196,0,0,Defensive / Lower Risk
UHS,0.0006295610905362476,0.8683394010765052,0.31657445304170334,0,0,Defensive / Lower Risk
ULTA,0.00028790270903850985,0.8888020520659052,0.3320314991759292,0,2,Balanced / Moderate Risk
UNH,0.00018519348484739466,0.4380620441703413,0.24405529574686552,0,0,Defensive / Lower Risk
UNP,8.814177194580536e-05,0.6944650901457907,0.2324190302312811,0,0,Defensive / Lower Risk
UPS,-0.0003922701024055236,0.8776826917015815,0.27436318233648693,0,2,Balanced / Moderate Risk
URI,0.001327742329640273,1.4326784821416056,0.3836898624403686,1,1,Aggressive / Higher Risk
USB,0.00015215381606477178,0.9811230165440818,0.32136191340380965,0,2,Balanced / Moderate Risk
V,0.0006012041707916902,0.8666659294230498,0.22215049501959447,0,0,Defensive / Lower Risk
VICI,0.0002695382334940353,0.7152122172313293,0.2182624814109775,0,0,Defensive / Lower Risk
VLO,0.0010048930126225085,0.6106299477478959,0.3623560400759928,0,0,Defensive / Lower Risk
VMC,0.00045291488264613794,1.015647475038241,0.2627165202981928,0,0,Defensive / Lower Risk
VRSK,0.00041542632475292306,0.709634865488544,0.2257497705034578,0,0,Defensive / Lower Risk
VRSN,-0.00013426331141111602,0.9423626720527577,0.2529999473181764,0,0,Defensive / Lower Risk
VRT,0.002856652177925484,2.0609141639864577,0.6298262858573673,2,1,Aggressive / Higher Risk
VRTX,0.0009365406656410059,0.6391455183422897,0.2727671425772775,0,0,Defensive / Lower Risk
VST,0.0028365537867093907,1.0039857744384777,0.4193513912897107,1,1,Aggressive / Higher Risk
VTR,0.000451742548401063,0.6976910517354956,0.26346597890638934,0,0,Defensive / Lower Risk
VTRS,0.00022206872638201502,0.7675252630619358,0.33365332971448636,0,0,Defensive / Lower Risk
VZ,-1.0976712586391943e-05,0.32477958932976797,0.22283276865017254,0,0,Defensive / Lower Risk
WAB,0.001107813029207201,0.9716859014244743,0.2529241424780221,0,0,Defensive / Lower Risk
WAT,0.00023255614131768425,0.9876104468449197,0.32740478105977366,0,2,Balanced / Moderate Risk
WBD,-0.0005436677612935284,1.347002882090456,0.5571467929287612,1,2,Balanced / Moderate Risk
WDAY,0.00027327825248214517,1.3492755504252338,0.3919592379043671,1,2,Balanced / Moderate Risk
WDC,0.00021093548252564519,1.4398224032650515,0.4177445095755679,1,2,Balanced / Moderate Risk
WEC,0.0001899226461632835,0.37776445899245475,0.20117021155901468,0,0,Defensive / Lower Risk
WELL,0.000741516303600943,0.6304209478229222,0.24001726787017463,0,0,Defensive / Lower Risk
WFC,0.0007182174338659987,0.9680273181160286,0.3011091382279523,0,0,Defensive / Lower Risk
WM,0.00041955039568201366,0.4288094495676817,0.18770583589550993,0,0,Defensive / Lower Risk
WMB,0.0012525153896032943,0.602220305531727,0.22907271166900778,0,0,Defensive / Lower Risk
WMT,0.0009773675622646119,0.4079689185039517,0.20626709981746402,0,0,Defensive / Lower Risk
WRB,0.0008354610324439865,0.4686729760636318,0.2299492774158677,0,0,Defensive / Lower Risk
WSM,0.0015795950121692394,1.4220723917411509,0.48072474748800936,1,1,Aggressive / Higher Risk
WST,-0.00012569104592756024,1.0639952833260353,0.3713042843775395,0,2,Balanced / Moderate Risk
WTW,0.0005329332270628008,0.6670942545537731,0.22240934651666525,0,0,Defensive / Lower Risk
WY,-0.00017219969551590265,0.9267048115679822,0.2593349345958755,0,2,Balanced / Moderate Risk
WYNN,0.0003512189865559974,1.2293479058373706,0.4217661168248356,1,2,Balanced / Moderate Risk
XEL,0.00020410262211566,0.39535743418559155,0.21496433920045888,0,0,Defensive / Lower Risk
XOM,0.0009884471602974146,0.46512604331462354,0.2722538013071691,0,0,Defensive / Lower Risk
XYL,0.0001872473681631984,1.0677016620511233,0.2726849178676824,0,2,Balanced / Moderate Risk
XYZ,-3.373741519189696e-05,2.5447844213264865,0.6538248431311217,1,1,Aggressive / Higher Risk
YUM,0.00012567434911627974,0.633409990889238,0.19133512453364004,0,0,Defensive / Lower Risk
ZBH,-7.570050036257768e-05,0.7365032281773665,0.24515684025729828,0,0,Defensive / Lower Risk
ZBRA,-0.0002282732810674201,1.5001893782684321,0.40005015705222824,1,2,Balanced / Moderate Risk
ZTS,-0.0002962228147264541,0.9166107392852586,0.27501572828162224,0,2,Balanced / Moderate Risk
