Ticker,Daily Return,Beta,Annual Volatility,Agglomerative Cluster,KMeans Cluster,KMeans Cluster Label
CPB,0.00016831583909493022,0.13366443560938,0.22311867472293623,0,0,Defensive / Lower Risk
CPRT,0.0007350548568496016,1.0927403829134061,0.2679182317742846,0,0,Defensive / Lower Risk
CPT,-0.00030263890508039484,0.7196612046255418,0.24014924597054627,0,0,Defensive / Lower Risk
CRH,0.0010677974493783964,1.1397623058303676,0.30452852733528907,0,0,Defensive / Lower Risk
CRL,-0.0005875903251676128,1.2640030024079072,0.39399674869044504,1,2,Balanced / Moderate Risk
CRM,0.0006599194887386284,1.435514359681025,0.3840663056994388,1,2,Balanced / Moderate Risk
CRWD,0.001279483120121469,1.7140235705731635,0.5272539716977549,1,1,Aggressive / Higher Risk
CSCO,0.00014480087820966506,0.7979333578713588,0.23079099438240422,0,0,Defensive / Lower Risk
CSGP,0.0001050728371946922,1.1330381551713868,0.3439519924361119,0,2,Balanced / Moderate Risk
CSX,-1.9746471086115308e-05,0.8190793594364404,0.23733406400255386,0,0,Defensive / Lower Risk
CTAS,0.0008675234149591899,0.9148338505117732,0.23019022556202515,0,0,Defensive / Lower Risk
CTRA,0.0008158615998836311,0.6993985212592556,0.3465554880818565,0,0,Defensive / Lower Risk
CTSH,6.2771523458264204e-06,0.9784015547675537,0.2679149458819379,0,2,Balanced / Moderate Risk
CTVA,0.0004551328343112951,0.6500900850632916,0.27900799736056464,0,0,Defensive / Lower Risk
CVNA,0.003219470226556454,3.2940680996994947,1.341038783329175,2,1,Aggressive / Higher Risk
CVS,-0.0008161332813281191,0.5248969933432112,0.29540970396203353,0,0,Defensive / Lower Risk
CVX,0.0005446818619727762,0.5230757219025892,0.2576931797962774,0,0,Defensive / Lower Risk
D,-0.0002047929509161467,0.3860049843992888,0.23407356536305876,0,0,Defensive / Lower Risk
DAL,0.0008312008309318664,1.2619152615367215,0.3685134375778703,1,2,Balanced / Moderate Risk
DASH,0.00087502870050694,2.00491822199532,0.5876445186780712,1,1,Aggressive / Higher Risk
DD,0.00015836351084119,0.989186169587187,0.27874485015125816,0,2,Balanced / Moderate Risk
DDOG,0.0005038249907150339,1.9508667249068952,0.5917185610558077,1,1,Aggressive / Higher Risk
DE,0.0004754250324914704,0.765622052523387,0.2898118334448666,0,0,Defensive / Lower Risk
DECK,0.0019152606916182375,1.2795943363998754,0.4062332080323051,1,1,Aggressive / Higher Risk
DELL,0.0014548501227113456,1.3277484427398913,0.46960636312644216,1,1,Aggressive / Higher Risk
DG,-0.0011438235797790752,0.525848907527924,0.37865411135893745,0,2,Balanced / Moderate Risk
DGX,5.763201835087946e-05,0.4652945693405858,0.21344884164587083,0,0,Defensive / Lower Risk
DHI,0.0006691881989466239,1.158004120041726,0.3572085956484189,1,2,Balanced / Moderate Risk
DHR,-0.00010026966311035849,0.9624427113179502,0.2725353962403977,0,2,Balanced / Moderate Risk
DIS,-0.0002558140429135665,1.032373680815391,0.30274594923502735,0,2,Balanced / Moderate Risk
DLR,0.00035490848306189677,0.9776107951289531,0.30888382659241576,0,2,Balanced / Moderate Risk
DLTR,-0.0005473302288042449,0.6832756617422564,0.3805503309687773,0,2,Balanced / Moderate Risk
DOC,-0.00041466847084203586,0.7811931810641605,0.2670214166781351,0,0,Defensive / Lower Risk
DOV,0.00023849183470374077,0.9716154963685986,0.24389421048003693,0,0,Defensive / Lower Risk
DOW,-0.00013635392062665938,0.7740698958851312,0.2462316654747464,0,0,Defensive / Lower Risk
DPZ,-0.00012597450012968978,0.7668968628534079,0.3080201279559195,0,0,Defensive / Lower Risk
DRI,0.0005865080871737065,0.8262270282082009,0.27183554606878524,0,0,Defensive / Lower Risk
DTE,0.00022996011119484833,0.4117993011437814,0.19989058619296865,0,0,Defensive / Lower Risk
DUK,0.0002855580330795833,0.35079476645639307,0.1882466737153282,0,0,Defensive / Lower Risk
DVA,0.0006324527361617414,0.5221436855863986,0.3715020781879703,0,0,Defensive / Lower Risk
DVN,0.00010258452233414327,0.8663413090500587,0.39691658038904104,0,2,Balanced / Moderate Risk
DXCM,-0.00014175669980953269,1.1939262012625445,0.5037477188445376,1,2,Balanced / Moderate Risk
EA,0.0002248156953555342,0.5952203406074951,0.2183951600415178,0,0,Defensive / Lower Risk
EBAY,0.000170055113618323,1.0769116741380027,0.30805459911000693,0,2,Balanced / Moderate Risk
ECL,0.00020516064471986205,0.9800931557912372,0.25806296848976656,0,0,Defensive / Lower Risk
ED,0.00027289433330053304,0.32025592756920296,0.18937412314395094,0,0,Defensive / Lower Risk
EFX,9.232302714790621e-05,1.2002618822628686,0.32393131090423233,0,2,Balanced / Moderate Risk
EG,0.0006010104051509371,0.5792619928799905,0.2666392106592592,0,0,Defensive / Lower Risk
EIX,0.0004831262258305184,0.5854367633877722,0.22649629101474147,0,0,Defensive / Lower Risk
EL,-0.0016952727824716331,1.2460962085677716,0.4223024017266628,1,2,Balanced / Moderate Risk
ELV,-0.00013324281608448473,0.5074774738524981,0.25061176126423934,0,0,Defensive / Lower Risk
EME,0.0018713438307011515,0.893258064149773,0.2891579057336845,0,0,Defensive / Lower Risk
EMR,0.0006141791878410619,0.9329923879657674,0.2538295437767499,0,0,Defensive / Lower Risk
EOG,0.0008175602987483304,0.6137325666593179,0.33600354596159887,0,0,Defensive / Lower Risk
EPAM,-0.0005525185117069475,1.5195260164080022,0.6023634033512658,1,2,Balanced / Moderate Risk
EQIX,0.00039934638332114996,0.971197309585721,0.28698339581213084,0,0,Defensive / Lower Risk
EQR,-6.586933628283139e-05,0.7466957795866611,0.2315541056831269,0,0,Defensive / Lower Risk
EQT,0.0014460960239169377,0.9613590764678079,0.44019578897784695,1,1,Aggressive / Higher Risk
ERIE,0.0012400240071436337,0.573795552954188,0.2834454742452925,0,0,Defensive / Lower Risk
ES,-0.00031725310385836525,0.4555338623287333,0.23778094825359122,0,0,Defensive / Lower Risk
ESS,-2.9174027878558666e-05,0.7683839805593715,0.24523571275579337,0,0,Defensive / Lower Risk
